Property ID,Locality name,Postal code,price,Type of property,Subtype of property,Number of rooms,Surface of the plot,Living area,kitchen,furnished,Open fire,Terrace,Garden,Number of facades,Swimming pool,State of builing
20229248,Neuville,5600,€130000,house,,2,1228 m²,72 m²,1,,,30 m²,,4,,As new
20229247,Boussu-lez-walcourt,6440,€260000,villa,,3,110 m²,115 m²,1,,,30 m²,,4,,As new
20229245,Gourdinne,5651,€300000,villa,,2,1427 m²,129 m²,1,,,30 m²,,4,,Good
20229244,Yves-gomez%c3%89e,5650,€240000,house,,5,1630 m²,238 m²,1,,,,,2,,Good
20229243,Anderlecht,1070,€325000,house,,7,,130 m²,1,0,,,,2,,To renovate
20229256,Mechelen,2800,€379000,house,,3,,107 m²,1,0,,,,2,,As new
20229242,Niel,2845,€239000,apartment,,1,,67 m²,1,,,,,2,,
20229239,Namur,5020,€350000,mixed-use-building,,5,691 m²,181 m²,1,0,,,,3,,Good
20229235,Saint-gilles,1060,€325000,duplex,,3,,172 m²,1,0,,,,2,,To be done up
20229232,Wavre,1300,€240000,apartment,,2,,88 m²,1,0,,,,2,0,To be done up
20229231,Saint-remy%20%28-lez-dalhem%29,4672,€189000,house,,3,100 m²,131 m²,1,,,32 m²,25 m²,2,,Good
20229227,Zottegem,9620,€980000,country-cottage,,4,1589 m²,430 m²,1,0,,,,4,,As new
20229224,Stabroek,2940,€419000,house,,2,545 m²,154 m²,1,,,,,3,,As new
20076361,Schilde,2970,€499000,house,,4,1426 m²,278 m²,1,,,,,4,,
20229222,Lier,2500,€670000,house,,6,841 m²,446 m²,1,0,,,,2,1,Good
20229218,Heusden-zolder,3550,€268450,apartment,,1,,91 m²,1,,,10 m²,,,,
20229216,Heusden-zolder,3550,€256500,apartment,,2,,90 m²,1,,,10 m²,,,,
20236298,Hoboken,2660,€249900,apartment,,2,,97 m²,1,,,3 m²,,2,,As new
20236289,Antwerpen-2018,2018,€375000,apartment,,2,,100 m²,1,,,20 m²,,,,Good
20234084,Watermael-boitsfort,1170,€550000,apartment,,4,,143 m²,1,0,,18 m²,,2,0,Good
20237413,Ekeren%20%28antwerpen%29,2180,€475000,house,,4,598 m²,189 m²,1,0,,,,4,0,
20237412,Bruyelle,7641,€89500,house,,2,490 m²,66 m²,1,,,,,2,,To be done up
20237411,Waregem,8790,€499000,villa,,3,600 m²,160 m²,1,,1,,,4,,Good
11284130,Beveren-waas,9120,€315000,apartment,,2,,106 m²,1,,,10 m²,,2,,
11285258,Beveren-waas,9120,€315000,apartment,,2,,,1,,,5 m²,,2,,
20237409,Beveren-waas,9120,€386000,apartment,,2,,129 m²,1,,,14 m²,,2,,
20237408,Beveren-waas,9120,€305000,apartment,,2,,102 m²,1,,,10 m²,,2,,
20237407,Bierges,1301,€1490000,house,,5,5124 m²,385 m²,1,0,1,80 m²,4900 m²,4,1,Good
20237406,Wavre,1300,€1490000,house,,5,5124 m²,385 m²,1,,1,80 m²,4900 m²,4,1,Good
20237402,Schaerbeek,1030,€799000,apartment-block,,9,,384 m²,1,,,,40 m²,2,,Good
20237400,Waterloo,1410,€269000,apartment,,1,,59 m²,1,,,6 m²,,3,,As new
20237399,Huissignies,7950,€290000,house,,4,910 m²,336 m²,1,,,,,4,,Just renovated
11393609,Nivelles,1400,€235000,duplex,,4,,160 m²,1,0,,,,,,To renovate
20237383,Temse,9140,€689000,house,,6,1378 m²,329 m²,1,,1,,,,,Good
11459059,Vilvoorde,1800,€175000,apartment,,1,,73 m²,1,,,,,2,,Good
20237375,Jumet,6040,€265000,house,,3,830 m²,110 m²,1,,1,15 m²,500 m²,4,,Good
20039580,Sint-niklaas,9100,€425000,house,,4,1468 m²,191 m²,1,,,15 m²,,4,,To renovate
20237374,Beveren,9120,€429000,house,,3,334 m²,,1,,,,334 m²,3,0,As new
20237373,Kapellen,2950,€259000,apartment,,2,,82 m²,1,0,,,,3,,As new
20234433,Namur,5000,€175000,apartment,,2,,70 m²,1,,,,,2,,Good
20237372,Fleurus,6220,€179000,apartment-block,,4,,100 m²,1,,,,,3,,Good
20237370,Sint-niklaas,9100,€235000,apartment,,2,,81 m²,1,0,,13 m²,,2,0,
20237367,Balen,2490,€415000,house,,5,880 m²,217 m²,1,,1,,,4,,Good
20237368,Leopoldsburg,3970,€420000,house,,4,1729 m²,553 m²,1,,,,,4,,To be done up
20237366,Kapellen,2950,€259000,house,,2,278 m²,130 m²,1,0,,17 m²,,3,,
11020850,Schoten,2900,€395600,apartment,,3,,92 m²,1,,,11 m²,,4,,
11465695,Veurne,8630,€233500,apartment,,2,,68 m²,1,0,,,,4,0,Good
20055964,Blaton,7321,€220000,apartment,,3,,117 m²,1,,,,,,,Good
20237362,Merksem,2170,€419000,house,,4,104 m²,209 m²,1,,,,27 m²,2,,Just renovated
20237361,Gent,9000,€485000,house,,3,168 m²,234 m²,1,0,,60 m²,65 m²,2,,Good
20236298,Hoboken,2660,€249900,apartment,,2,,97 m²,1,,,3 m²,,2,,As new
20236289,Antwerpen-2018,2018,€375000,apartment,,2,,100 m²,1,,,20 m²,,,,Good
20234084,Watermael-boitsfort,1170,€550000,apartment,,4,,143 m²,1,0,,18 m²,,2,0,Good
20237413,Ekeren%20%28antwerpen%29,2180,€475000,house,,4,598 m²,189 m²,1,0,,,,4,0,
20237412,Bruyelle,7641,€89500,house,,2,490 m²,66 m²,1,,,,,2,,To be done up
20237411,Waregem,8790,€499000,villa,,3,600 m²,160 m²,1,,1,,,4,,Good
11284130,Beveren-waas,9120,€315000,apartment,,2,,106 m²,1,,,10 m²,,2,,
11285258,Beveren-waas,9120,€315000,apartment,,2,,,1,,,5 m²,,2,,
20237409,Beveren-waas,9120,€386000,apartment,,2,,129 m²,1,,,14 m²,,2,,
20237408,Beveren-waas,9120,€305000,apartment,,2,,102 m²,1,,,10 m²,,2,,
20237407,Bierges,1301,€1490000,house,,5,5124 m²,385 m²,1,0,1,80 m²,4900 m²,4,1,Good
20237406,Wavre,1300,€1490000,house,,5,5124 m²,385 m²,1,,1,80 m²,4900 m²,4,1,Good
20237402,Schaerbeek,1030,€799000,apartment-block,,9,,384 m²,1,,,,40 m²,2,,Good
20237400,Waterloo,1410,€269000,apartment,,1,,59 m²,1,,,6 m²,,3,,As new
20237399,Huissignies,7950,€290000,house,,4,910 m²,336 m²,1,,,,,4,,Just renovated
11393609,Nivelles,1400,€235000,duplex,,4,,160 m²,1,0,,,,,,To renovate
20237383,Temse,9140,€689000,house,,6,1378 m²,329 m²,1,,1,,,,,Good
11459059,Vilvoorde,1800,€175000,apartment,,1,,73 m²,1,,,,,2,,Good
20237375,Jumet,6040,€265000,house,,3,830 m²,110 m²,1,,1,15 m²,500 m²,4,,Good
20039580,Sint-niklaas,9100,€425000,house,,4,1468 m²,191 m²,1,,,15 m²,,4,,To renovate
20237374,Beveren,9120,€429000,house,,3,334 m²,,1,,,,334 m²,3,0,As new
20237373,Kapellen,2950,€259000,apartment,,2,,82 m²,1,0,,,,3,,As new
20234433,Namur,5000,€175000,apartment,,2,,70 m²,1,,,,,2,,Good
20237372,Fleurus,6220,€179000,apartment-block,,4,,100 m²,1,,,,,3,,Good
20237370,Sint-niklaas,9100,€235000,apartment,,2,,81 m²,1,0,,13 m²,,2,0,
20237367,Balen,2490,€415000,house,,5,880 m²,217 m²,1,,1,,,4,,Good
20237368,Leopoldsburg,3970,€420000,house,,4,1729 m²,553 m²,1,,,,,4,,To be done up
20237366,Kapellen,2950,€259000,house,,2,278 m²,130 m²,1,0,,17 m²,,3,,
11020850,Schoten,2900,€395600,apartment,,3,,92 m²,1,,,11 m²,,4,,
11465695,Veurne,8630,€233500,apartment,,2,,68 m²,1,0,,,,4,0,Good
20055964,Blaton,7321,€220000,apartment,,3,,117 m²,1,,,,,,,Good
20237362,Merksem,2170,€419000,house,,4,104 m²,209 m²,1,,,,27 m²,2,,Just renovated
20237361,Gent,9000,€485000,house,,3,168 m²,234 m²,1,0,,60 m²,65 m²,2,,Good
20236298,Hoboken,2660,€249900,apartment,,2,,97 m²,1,,,3 m²,,2,,As new
20236289,Antwerpen-2018,2018,€375000,apartment,,2,,100 m²,1,,,20 m²,,,,Good
20234084,Watermael-boitsfort,1170,€550000,apartment,,4,,143 m²,1,0,,18 m²,,2,0,Good
20237413,Ekeren%20%28antwerpen%29,2180,€475000,house,,4,598 m²,189 m²,1,0,,,,4,0,
20237412,Bruyelle,7641,€89500,house,,2,490 m²,66 m²,1,,,,,2,,To be done up
20237411,Waregem,8790,€499000,villa,,3,600 m²,160 m²,1,,1,,,4,,Good
11284130,Beveren-waas,9120,€315000,apartment,,2,,106 m²,1,,,10 m²,,2,,
11285258,Beveren-waas,9120,€315000,apartment,,2,,,1,,,5 m²,,2,,
20237409,Beveren-waas,9120,€386000,apartment,,2,,129 m²,1,,,14 m²,,2,,
20237408,Beveren-waas,9120,€305000,apartment,,2,,102 m²,1,,,10 m²,,2,,
20237407,Bierges,1301,€1490000,house,,5,5124 m²,385 m²,1,0,1,80 m²,4900 m²,4,1,Good
20237406,Wavre,1300,€1490000,house,,5,5124 m²,385 m²,1,,1,80 m²,4900 m²,4,1,Good
20237402,Schaerbeek,1030,€799000,apartment-block,,9,,384 m²,1,,,,40 m²,2,,Good
20237400,Waterloo,1410,€269000,apartment,,1,,59 m²,1,,,6 m²,,3,,As new
20237399,Huissignies,7950,€290000,house,,4,910 m²,336 m²,1,,,,,4,,Just renovated
11393609,Nivelles,1400,€235000,duplex,,4,,160 m²,1,0,,,,,,To renovate
20237383,Temse,9140,€689000,house,,6,1378 m²,329 m²,1,,1,,,,,Good
11459059,Vilvoorde,1800,€175000,apartment,,1,,73 m²,1,,,,,2,,Good
20237375,Jumet,6040,€265000,house,,3,830 m²,110 m²,1,,1,15 m²,500 m²,4,,Good
20039580,Sint-niklaas,9100,€425000,house,,4,1468 m²,191 m²,1,,,15 m²,,4,,To renovate
20237374,Beveren,9120,€429000,house,,3,334 m²,,1,,,,334 m²,3,0,As new
20237373,Kapellen,2950,€259000,apartment,,2,,82 m²,1,0,,,,3,,As new
20234433,Namur,5000,€175000,apartment,,2,,70 m²,1,,,,,2,,Good
20237372,Fleurus,6220,€179000,apartment-block,,4,,100 m²,1,,,,,3,,Good
20237370,Sint-niklaas,9100,€235000,apartment,,2,,81 m²,1,0,,13 m²,,2,0,
20237367,Balen,2490,€415000,house,,5,880 m²,217 m²,1,,1,,,4,,Good
20237368,Leopoldsburg,3970,€420000,house,,4,1729 m²,553 m²,1,,,,,4,,To be done up
20237366,Kapellen,2950,€259000,house,,2,278 m²,130 m²,1,0,,17 m²,,3,,
11020850,Schoten,2900,€395600,apartment,,3,,92 m²,1,,,11 m²,,4,,
11465695,Veurne,8630,€233500,apartment,,2,,68 m²,1,0,,,,4,0,Good
20055964,Blaton,7321,€220000,apartment,,3,,117 m²,1,,,,,,,Good
20237362,Merksem,2170,€419000,house,,4,104 m²,209 m²,1,,,,27 m²,2,,Just renovated
20237361,Gent,9000,€485000,house,,3,168 m²,234 m²,1,0,,60 m²,65 m²,2,,Good
20236298,Hoboken,2660,€249900,apartment,,2,,97 m²,1,,,3 m²,,2,,As new
20236289,Antwerpen-2018,2018,€375000,apartment,,2,,100 m²,1,,,20 m²,,,,Good
20234084,Watermael-boitsfort,1170,€550000,apartment,,4,,143 m²,1,0,,18 m²,,2,0,Good
20237413,Ekeren%20%28antwerpen%29,2180,€475000,house,,4,598 m²,189 m²,1,0,,,,4,0,
20237412,Bruyelle,7641,€89500,house,,2,490 m²,66 m²,1,,,,,2,,To be done up
20237411,Waregem,8790,€499000,villa,,3,600 m²,160 m²,1,,1,,,4,,Good
11284130,Beveren-waas,9120,€315000,apartment,,2,,106 m²,1,,,10 m²,,2,,
11285258,Beveren-waas,9120,€315000,apartment,,2,,,1,,,5 m²,,2,,
20237409,Beveren-waas,9120,€386000,apartment,,2,,129 m²,1,,,14 m²,,2,,
20237408,Beveren-waas,9120,€305000,apartment,,2,,102 m²,1,,,10 m²,,2,,
20237407,Bierges,1301,€1490000,house,,5,5124 m²,385 m²,1,0,1,80 m²,4900 m²,4,1,Good
20237406,Wavre,1300,€1490000,house,,5,5124 m²,385 m²,1,,1,80 m²,4900 m²,4,1,Good
20237402,Schaerbeek,1030,€799000,apartment-block,,9,,384 m²,1,,,,40 m²,2,,Good
20237400,Waterloo,1410,€269000,apartment,,1,,59 m²,1,,,6 m²,,3,,As new
20237399,Huissignies,7950,€290000,house,,4,910 m²,336 m²,1,,,,,4,,Just renovated
11393609,Nivelles,1400,€235000,duplex,,4,,160 m²,1,0,,,,,,To renovate
20237383,Temse,9140,€689000,house,,6,1378 m²,329 m²,1,,1,,,,,Good
11459059,Vilvoorde,1800,€175000,apartment,,1,,73 m²,1,,,,,2,,Good
20237375,Jumet,6040,€265000,house,,3,830 m²,110 m²,1,,1,15 m²,500 m²,4,,Good
20039580,Sint-niklaas,9100,€425000,house,,4,1468 m²,191 m²,1,,,15 m²,,4,,To renovate
20237374,Beveren,9120,€429000,house,,3,334 m²,,1,,,,334 m²,3,0,As new
20237373,Kapellen,2950,€259000,apartment,,2,,82 m²,1,0,,,,3,,As new
20234433,Namur,5000,€175000,apartment,,2,,70 m²,1,,,,,2,,Good
20237372,Fleurus,6220,€179000,apartment-block,,4,,100 m²,1,,,,,3,,Good
20237370,Sint-niklaas,9100,€235000,apartment,,2,,81 m²,1,0,,13 m²,,2,0,
20237367,Balen,2490,€415000,house,,5,880 m²,217 m²,1,,1,,,4,,Good
20237368,Leopoldsburg,3970,€420000,house,,4,1729 m²,553 m²,1,,,,,4,,To be done up
20237366,Kapellen,2950,€259000,house,,2,278 m²,130 m²,1,0,,17 m²,,3,,
11020850,Schoten,2900,€395600,apartment,,3,,92 m²,1,,,11 m²,,4,,
11465695,Veurne,8630,€233500,apartment,,2,,68 m²,1,0,,,,4,0,Good
20055964,Blaton,7321,€220000,apartment,,3,,117 m²,1,,,,,,,Good
20237362,Merksem,2170,€419000,house,,4,104 m²,209 m²,1,,,,27 m²,2,,Just renovated
20237361,Gent,9000,€485000,house,,3,168 m²,234 m²,1,0,,60 m²,65 m²,2,,Good
20215125,Schaerbeek,1030,€400000,apartment,,2,,98 m²,1,0,,9 m²,,,0,As new
20228948,Woluwe-saint-lambert,1200,€299000,apartment,,2,,95 m²,1,0,,,,2,,To renovate
20228946,Diest,3294,€895000,exceptional-property,,4,2029 m²,509 m²,1,,,,1500 m²,4,,As new
20228944,Antoing,7640,€209000,house,,4,400 m²,205 m²,1,0,,,,2,,Good
20228943,Meulebeke,8760,€298000,house,,4,300 m²,,1,,,,,3,,Good
20228942,Charleroi%20jumet,6040,€1175000,apartment-block,,2,,,1,0,,,,2,,As new
20228940,Etterbeek,1040,€695000,apartment,,3,,113 m²,1,0,,26 m²,,2,0,As new
20228939,Ixelles,1050,€4500000,apartment-block,,,811 m²,1295 m²,1,,,,,2,,
20228938,Brugge,8000,€320000,house,,2,60 m²,73 m²,1,0,,,,,,Good
20071891,Li%c3%a8ge,4000,€652000,penthouse,,2,,163 m²,1,,,,,2,0,As new
20228934,Li%c3%a8ge,4000,€169000,apartment,,2,,87 m²,1,0,,3 m²,,2,0,Good
20228932,Holsbeek,3220,€398000,duplex,,2,,102 m²,1,0,,8 m²,,2,,As new
20228931,Roeselare,8800,€980000,villa,,6,13720 m²,386 m²,1,0,,,13720 m²,,,Good
20228929,Gilly,6060,€195000,house,,3,510 m²,150 m²,1,,,,326 m²,3,,Good
20228928,Wanferc%c3%89e-baulet,6224,€149900,house,,3,139 m²,,1,,,,139 m²,3,,To renovate
20186043,Neupr%c3%a9,4121,€350000,house,,3,692 m²,144 m²,1,0,,,192 m²,4,,Good
20099086,Li%c3%a8ge,4000,€503500,apartment,,3,,150 m²,1,,,32 m²,,3,0,As new
20228924,Bever,1547,,house,,,,,1,,,,,,,
20228922,Lommel,3920,€599000,house,,5,2659 m²,376 m²,1,,,,,4,,Good
20228921,Vise,4600,€675000,apartment-block,,8,120 m²,410 m²,1,0,,6 m²,,2,,
20228920,Leuven,3000,€1295000,apartment-block,,4,399 m²,330 m²,1,0,,,,,,As new
20228918,Huy%20tihange,4500,€279500,house,,3,412 m²,175 m²,1,0,,25 m²,270 m²,2,0,Good
20228916,Galmaarden,1570,€185000,house,,3,223 m²,150 m²,1,0,,,,2,,To renovate
20228915,Middelkerke,8430,€165000,flat-studio,,,,,1,,,,,,,Just renovated
20228919,Gooik,1755,€320000,house,,2,399 m²,201 m²,1,,,,,4,,To be done up
20228894,Mouscron,7700,€219000,house,,4,113 m²,130 m²,1,0,,,70 m²,2,0,Just renovated
20228893,Nandrin,4550,€429000,house,,3,1106 m²,120 m²,1,0,,,,,,
20228892,Zwalm,9630,€549950,villa,,5,1494 m²,231 m²,1,0,,,,,,Good
20220859,Antwerpen,2000,€449000,apartment,,2,,118 m²,1,,,,,,,Good
20228891,De%20haan,8420,€69900,apartment,,1,,32 m²,1,,,,,,,As new
20228890,De%20haan,8420,€119000,apartment,,2,,46 m²,1,,,,,,,As new
20228889,Oostende,8400,€430000,apartment,,3,,106 m²,1,1,,,,,,Good
20228888,Koekelberg,1081,€370000,apartment,,3,,110 m²,1,0,1,7 m²,,2,0,Good
20228435,Ingelmunster,8770,€539000,villa,,,1887 m²,400 m²,1,,,,,3,,Good
20228883,Menen,8930,€365000,house,,5,243 m²,145 m²,1,,,30 m²,126 m²,3,,As new
20228882,Knokke,8300,€585000,apartment,,2,,81 m²,1,,,,,,,Good
20228872,Overijse,3090,€495000,villa,,4,1011 m²,491 m²,1,0,,61 m²,489 m²,4,,To renovate
20228868,Namur,5000,€144800,kot,,,,37 m²,1,0,,,,2,0,As new
20228862,Feneur,4607,€360000,house,,3,880 m²,134 m²,1,0,,34 m²,,4,,
20228860,Flemalle,4400,€225000,house,,3,318 m²,149 m²,1,0,,,,2,,
20228859,Vise,4600,€275000,apartment,,2,,90 m²,1,0,,7 m²,,3,,
20228856,Namur,5000,€117800,kot,,,,28 m²,1,0,,,,2,0,As new
20228855,Oud-turnhout,2360,€273900,apartment,,1,,83 m²,1,,,10 m²,,2,,
20228846,Oudenburg,8460,€310000,house,,3,340 m²,132 m²,1,,,,,,,Good
20228843,Grez-doiceau,1390,€325000,house,,4,846 m²,133 m²,1,,,,,4,,
20228841,Li%c3%a8ge,4000,€385000,duplex,,3,,132 m²,1,,,12 m²,,,0,As new
20228840,Hasselt,3500,€225000,apartment,,2,,100 m²,1,0,,,,2,0,
20228837,Wanze,4520,€299500,house,,3,420 m²,160 m²,1,0,,50 m²,234 m²,4,0,
20228836,Wilrijk%20%28antwerpen%29,2610,€399000,house,,2,192 m²,206 m²,1,0,,,84 m²,2,0,
20228833,Hamme,9220,€350000,house,,4,,246 m²,1,0,,41 m²,,2,,As new
20210926,Molenbeek-saint-jean,1080,€225000,apartment,,2,,105 m²,1,,,9 m²,,2,,To renovate
20228832,Machelen,1831,€490000,town-house,,6,182 m²,225 m²,1,0,,15 m²,65 m²,3,,Good
20228830,Ougr%c3%89e,4102,€224000,house,,6,237 m²,266 m²,1,0,,90 m²,,2,0,Good
20228829,Verviers,4800,€250000,apartment,,4,,127 m²,1,0,,11 m²,,2,,
20228826,Binche,7130,€288000,pavilion,,3,2462 m²,132 m²,1,,,1 m²,1 m²,4,0,To be done up
20228824,Seraing,4102,€770000,apartment,,3,,200 m²,1,,,,,2,,As new
20228822,Hasselt,3500,€219000,apartment,,1,,60 m²,1,0,,,,,,Just renovated
20228820,Saint-gilles,1060,€215000,apartment,,2,,92 m²,1,0,,,,2,,To be done up
20228817,Fosses-la-ville,5070,€935000,farmhouse,,8,18209 m²,420 m²,1,,1,,,4,1,Just renovated
20228816,Fosses-la-ville,5070,€935000,exceptional-property,,8,18209 m²,420 m²,1,,1,,,4,1,Just renovated
20228813,Aalst,9300,€699000,villa,,6,534 m²,350 m²,1,0,,,,3,1,
20228811,Aalst,9300,€325000,house,,3,296 m²,280 m²,1,0,,12 m²,,2,,
20228793,Tournai,7500,€365000,apartment-block,,3,,120 m²,1,,,,,2,,Just renovated
20228792,Tournai,7500,€365000,apartment,,3,,120 m²,1,,,,,2,,Just renovated
20228790,Genval,1332,€430000,apartment,,2,,150 m²,1,,,14 m²,,2,,Good
20228788,Kraainem,1950,€685000,villa,,4,3190 m²,230 m²,1,,,50 m²,2900 m²,4,,To be done up
20228786,Longueville,1325,€1250000,exceptional-property,,5,17311 m²,370 m²,1,,1,,,4,,
20228784,Etterbeek,1040,€875000,house,,4,112 m²,233 m²,1,0,,21 m²,,3,,To be done up
20228782,Tournai,7500,€135000,apartment,,1,,56 m²,1,,,,,2,,Good
20078974,Koksijde,8670,€145000,apartment,,,,37 m²,1,0,,,,4,0,Good
20228780,Turnhout,2300,€299500,house,,4,100 m²,156 m²,1,,,,23 m²,2,,
20228777,Hamme,9220,€264000,apartment,,3,,80 m²,1,0,,45 m²,,2,,
20228776,Ixelles,1050,€875000,house,,4,112 m²,233 m²,1,0,,21 m²,,3,,To be done up
20228772,Anderlecht,1070,€349000,apartment,,2,,175 m²,1,0,,,,2,0,Good
20228771,Brussel,1000,€349000,apartment,,2,,115 m²,1,0,,,,2,0,Good
20228768,Oudenaarde,9700,€695000,villa,,5,994 m²,229 m²,1,0,,,,4,1,Good
20228763,Roeselare,8800,€390000,apartment,,2,,119 m²,1,0,,36 m²,,2,0,As new
20228762,Roeselare,8800,€785000,apartment,,3,,158 m²,1,0,,,,3,0,As new
20228761,Antwerpen,2020,€249000,apartment,,2,,76 m²,1,,,,,,,Good
20228760,Mortsel,2640,€279000,apartment,,3,,97 m²,1,,,,,4,,Good
20228757,Antwerpen,2018,€395000,apartment,,2,,90 m²,1,,,9 m²,,2,0,Good
20228751,Brasschaat%20%28brasschaat%29,2930,€319000,ground-floor,,3,,87 m²,1,0,,,,3,,
20110932,Brussels,1000,€1700000,apartment,,3,,260 m²,1,0,,22 m²,,,0,Good
20228741,Neupr%c3%a9,4121,€569000,villa,,4,2030 m²,240 m²,1,,,60 m²,1500 m²,4,0,Good
20228740,Antwerpen,2000,€425000,apartment,,2,,98 m²,1,0,,8 m²,,2,,As new
20228736,Charleroi,6030,€85000,house,,4,,,1,,,,458 m²,3,,
20228734,Jumet,6040,€80000,apartment,,2,,120 m²,1,,,,,,,Good
20228733,Jumet,6040,€70000,apartment,,2,,105 m²,1,,,,,,,Good
20228732,Bruxelles,1000,€495000,apartment,,2,,159 m²,1,,,19 m²,,2,0,As new
11203491,Anderlecht,1070,€325000,duplex,,3,,141 m²,1,0,,,,3,,
20124415,Anderlecht,1070,€325000,apartment,,3,,141 m²,1,0,,,,3,,
11435900,Anderlecht,1070,€319000,house,,5,198 m²,260 m²,1,0,,,120 m²,2,,
20131184,Charleroi%20roux,6044,€129900,house,,5,475 m²,300 m²,1,0,,35 m²,300 m²,2,,To renovate
20228723,Dinant,5500,€85000,flat-studio,,,,33 m²,1,,,,,,,Good
20228716,Charleroi,6041,€245000,house,,3,120 m²,215 m²,1,0,,20 m²,,3,,Good
20200503,Herne,1540,€375000,villa,,3,3800 m²,200 m²,1,0,,,1000 m²,4,0,Good
20228715,Quevaucamps,7972,€225000,house,,2,1360 m²,218 m²,1,,,,,3,,Good
20228713,Leuven%20wilsele,3012,€798000,house,,4,449 m²,312 m²,1,,,,,3,,
20228712,Leuven%20kessel-lo,3010,€798000,house,,4,449 m²,312 m²,1,,,,,3,,
20228711,Tervuren,3080,€475000,bungalow,,3,622 m²,103 m²,1,0,,15 m²,300 m²,4,,To be done up
20228709,Balen,2490,,apartment,,,,,1,,,,,,,
20228706,Aalst,9300,€345000,apartment,,3,,173 m²,1,0,,6 m²,,,,As new
20228707,Louette-saint-denis,5575,€240000,country-cottage,,6,2460 m²,420 m²,1,,,30 m²,,,,To be done up
20228705,Lennik,1750,€545000,villa,,3,1745 m²,200 m²,1,,,,,4,0,To be done up
20228704,Lennik,1750,€545000,villa,,3,1745 m²,200 m²,1,,,,,4,0,To be done up
20228703,Forest,1190,€215000,apartment,,1,,65 m²,1,0,,,,,,Just renovated
20228702,Fontainel%27ev%c3%aaque,6140,€230000,duplex,,3,,160 m²,1,0,,10 m²,,2,0,As new
20129830,Aalst,9300,€269000,house,,4,300 m²,150 m²,1,0,,,,2,0,To renovate
20228701,Herenthout,2270,€493000,apartment,,2,,111 m²,1,0,,,,,,As new
20228699,Erquelinnes,6560,€228000,pavilion,,3,2462 m²,132 m²,1,,,1 m²,1 m²,4,0,To be done up
20228694,Asse,1730,€348500,apartment,,2,,105 m²,1,,,15 m²,,2,,As new
20228693,Heist-op-den-berg,2220,€350000,apartment,,2,,,1,,,12 m²,,2,,
20228690,Heist-op-den-berg,2220,€315000,apartment,,2,,,1,,,21 m²,,2,,
20228692,Heist-op-den-berg,2220,€345000,apartment,,2,,,1,,,39 m²,,2,,
20228691,Heist-op-den-berg,2220,€365000,apartment,,3,,,1,,,12 m²,,,,
20228688,Aalter,9881,€249000,apartment,,2,,80 m²,1,0,,,,,,As new
20228689,Heist-op-den-berg,2220,€495000,apartment,,3,,,1,,,36 m²,,,,
20228689,Heist-op-den-berg,2220,€495000,apartment,,3,,,1,,,36 m²,,,,
20228687,Heist-op-den-berg,2220,€495000,apartment,,3,,,1,,,36 m²,,,,
20228686,Heist-op-den-berg,2220,€338000,apartment,,2,,,1,,,12 m²,,2,,
20228695,Heist-op-den-berg,2220,€338000,apartment,,2,,,1,,,12 m²,,2,,
20228683,Antwerpen,2000,€1195000,penthouse,,2,,180 m²,1,0,,61 m²,,,0,As new
20228680,Uccle,1180,€275000,apartment,,1,,70 m²,1,0,,,,2,,To renovate
20228679,Antwerpen,2000,€425000,apartment,,2,,109 m²,1,,,,,,,
20228677,Vosselaar,2350,€269000,apartment,,2,,89 m²,1,,,,,,,Good
20228675,Haccourt,4684,€159000,house,,3,209 m²,100 m²,1,,,,177 m²,3,,
20228676,Queue-du-bois,4610,€679000,exceptional-property,,3,10566 m²,160 m²,1,,,,10434 m²,4,,Good
20228673,Ixelles,1050,€895000,house,,4,150 m²,250 m²,1,0,,8 m²,87 m²,2,0,
11205850,Bonheiden,2820,€285000,house,,3,665 m²,194 m²,1,,,,,3,,To be done up
20228667,Quaregnon,7390,€120000,house,,1,60 m²,60 m²,1,0,,23 m²,,2,,As new
20228665,Sint-eloois-winkel,8880,€330000,house,,3,101 m²,119 m²,1,0,,,,2,,
20228663,Sint-eloois-winkel,8880,€339000,house,,3,179 m²,146 m²,1,,,,,2,,
20228668,Sint-eloois-winkel,8880,€339000,house,,3,176 m²,128 m²,1,0,,,,2,,
20228664,Sint-eloois-winkel,8880,€330000,house,,3,108 m²,142 m²,1,0,,,,2,,
20228662,Gent,9000,€235000,house,,1,21 m²,45 m²,1,0,,,30 m²,2,0,Good
11468004,Aywaille,4920,€95000,chalet,,1,588 m²,63 m²,1,,,,,4,0,To renovate
20228660,Fleurus,6220,€139000,house,,2,280 m²,129 m²,1,0,,19 m²,145 m²,2,,To renovate
20228657,Bredene,8450,€139000,apartment,,1,,85 m²,1,0,,,,,,
20228656,Ixelles,1050,€645000,apartment,,3,,191 m²,1,0,,,,2,0,To be done up
20228655,Libramont-chevigny,6800,€269000,apartment,,3,,120 m²,1,0,,20 m²,,,0,Just renovated
20228648,Evere,1140,€260000,flat-studio,,,,44 m²,1,1,,,,2,,Good
20228647,Zaventem,1930,€520000,apartment-block,,4,490 m²,174 m²,1,,,50 m²,300 m²,3,,Good
20228643,Gouvy,6670,€160000,house,,5,1020 m²,,1,,1,,,3,,To restore
20223322,Leopoldsburg,3970,,house,,,,,1,,,,,,,
20228641,Genk,3600,,house,,,,,1,,,,,,,
20228637,Antwerpen,2000,€875000,mixed-use-building,,,450 m²,820 m²,1,,,,,2,,To renovate
